race_id,office,state,district,holder_party,holder_uncertain,open_seat,total,last_7d,dem_party_ie,dem_party_coord,dem_outside,dem_super_pac,dem_total,dem_last_7d,dem_first_party_dollar,dem_side,dem_nominee_candidate_id,dem_nominee_name,dem_nominee_basis,dem_nominee_receipts,dem_nominee_coh,dem_nominee_late_48h,dem_nominee_from_party,dem_nominee_through,rep_party_ie,rep_party_coord,rep_outside,rep_super_pac,rep_total,rep_last_7d,rep_first_party_dollar,rep_side,rep_nominee_candidate_id,rep_nominee_name,rep_nominee_basis,rep_nominee_receipts,rep_nominee_coh,rep_nominee_late_48h,rep_nominee_from_party,rep_nominee_through,split_signal,note
S-TX,S,TX,,REP,False,False,70459648.17,13645736.3,0.0,0.0,8206207.26,8175007.26,8206207.26,135529.8,,offense,S6TX00479,"TALARICO, JAMES",ie,68560930.42,21548155.08,0,0.0,2026-06-30,0.0,0.0,62253440.91,61761342.89,62253440.91,13510206.5,,defense,S6TX00388,"PAXTON, WARREN KENNETH JR.",ie,9248698.53,1755783.35,0,62000.0,2026-06-30,True,
S-MI,S,MI,,DEM,False,False,66067674.61,3479899.72,0.0,0.0,19076501.81,18065927.41,19076501.81,2128368.97,,defense,S6MI00418,"EL-SAYED, ABDUL",ie,14514335.93,2552762.55,0,0.0,2026-07-15,0.0,0.0,46991172.8,46699967.22,46991172.8,1351530.75,,offense,S4MI00595,"ROGERS, MICHAEL J",ie,10898177.09,4473237.49,0,62000.0,2026-07-15,True,
S-OH,S,OH,,REP,False,False,65036183.6,2246102.69,0.0,0.0,20838141.75,19787523.29,20838141.75,98293.2,,offense,S6OH00163,"BROWN, SHERROD",ie,38566234.1,16229741.32,0,200.0,2026-06-30,0.0,0.0,44198041.85,43522120.91,44198041.85,2147809.49,,defense,S6OH00304,"HUSTED, JON",ie,14360027.53,9419311.2,0,62050.0,2026-06-30,True,
S-NC,S,NC,,REP,False,False,58041976.04,432171.87,0.0,0.0,21004609.68,20087460.51,21004609.68,145649.53,,offense,S6NC00407,"COOPER, ROY",ie,34975789.18,20717567.26,0,70528.23,2026-06-30,0.0,0.0,37037366.36,36926162.95,37037366.36,286522.34,,defense,S6NC00415,"WHATLEY, MICHAEL",ie,11272504.49,3461698.06,0,62000.0,2026-06-30,True,
S-ME,S,ME,,REP,False,False,46579833.99,1331409.86,0.0,0.0,12328160.37,12220444.37,12328160.37,636097.22,,offense,S6ME00464,"JACKSON, TROY DALE",ie,0.0,0.0,0,0.0,,0.0,0.0,34251673.62,33356842.28,34251673.62,695312.64,,defense,S6ME00159,"COLLINS, SUSAN M.",ie,16169827.43,11038115.42,0,62000.0,2026-06-30,False,"Democratic nominee Troy Jackson replaced Graham Platner, whose campaign raised $21M through June 30. None of that counts for Jackson: his committee (C00955609) registered after the June 30 cutoff and files its first report Oct. 15. Until then, Maine's Democratic candidate money reads as zero, so the race is left out of split signals."
S-IA,S,IA,,REP,False,False,44977587.17,2189309.72,0.0,0.0,14541278.67,14541278.67,14541278.67,1097.21,,offense,S6IA00298,"TUREK, JOSHUA",ie,6276526.9,2362313.78,0,62000.0,2026-06-30,0.0,0.0,30436308.5,30390758.5,30436308.5,2188212.51,,defense,S6IA00314,"ARENHOLZ, ASHLEY HINSON",ie,10217845.39,6749491.49,0,62000.0,2026-06-30,False,
S-AK,S,AK,,REP,False,False,23771984.51,3356460.56,0.0,0.0,10599101.55,10050345.42,10599101.55,2808631.64,,offense,S6AK00276,"PELTOLA, MARY",ie,18545132.43,4636755.08,0,1500.0,2026-07-29,0.0,0.0,13172882.96,13172882.96,13172882.96,547828.92,,defense,S4AK00214,"SULLIVAN, DAN",ie,9136966.96,7295069.2,0,62000.0,2026-07-29,True,
S-NH,S,NH,,DEM,False,False,14785545.1,553276.31,0.0,0.0,4361373.99,4135555.99,4361373.99,1097.22,,defense,S6NH00141,"PAPPAS, CHRIS",ie,15384656.83,4251917.81,0,1500.0,2026-08-19,0.0,0.0,10424171.11,10317677.5,10424171.11,552179.09,,offense,S6NH00208,"SUNUNU, JOHN E",ie,4180251.88,3070033.12,0,62000.0,2026-08-19,True,
S-GA,S,GA,,DEM,False,False,12581374.37,374962.6,0.0,0.0,3978122.74,3969059.11,3978122.74,10972.22,,defense,S8GA00180,"OSSOFF, T. JONATHAN",ie,77279766.48,42587451.0,0,11000.0,2026-06-30,0.0,0.0,8603251.63,8519971.47,8603251.63,363990.38,,offense,S6GA00390,"COLLINS, MICHAEL A JR",ie,7409349.57,2079981.42,0,0.0,2026-06-30,True,
H-CO-08,H,CO,08,REP,False,False,7284659.49,195755.25,0.0,0.0,2508553.45,2179053.45,2508553.45,108898.37,,offense,H6CO08013,"RUTINEL, MANNY",ie,4336987.53,601232.01,0,0.0,2026-06-30,0.0,0.0,4776106.04,4672095.08,4776106.04,86856.88,,defense,H4CO08034,"EVANS, TIMOTHY GABRIEL JOSEPH",ie,5393673.36,3880462.51,0,5000.0,2026-06-30,False,
H-IA-01,H,IA,01,REP,False,False,5514248.03,155127.37,0.0,0.0,2650018.08,2650018.08,2650018.08,32218.91,,offense,H2IA02111,"BOHANNAN, CHRISTINA",ie,7051745.42,5425318.34,0,10720.79,2026-06-30,0.0,0.0,2864229.95,2864229.95,2864229.95,122908.46,,defense,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",ie,7208271.35,4691480.55,0,5000.0,2026-06-30,False,
H-MI-04,H,MI,04,REP,False,False,5467240.64,581447.78,0.0,0.0,3077677.12,3077677.12,3077677.12,507595.2,,offense,H6MI04204,"MCCANN, SEAN",ie,2620010.89,1686239.57,0,0.0,2026-07-15,0.0,0.0,2389563.52,2389563.52,2389563.52,73852.58,,defense,H0MI02094,"HUIZENGA, WILLIAM P",ie,4093991.01,2268746.6,0,0.0,2026-07-15,True,
H-CA-22,H,CA,22,REP,False,False,4959107.78,942540.58,0.0,0.0,2981229.07,2349574.31,2981229.07,780054.11,,offense,H6CA22190,"VILLEGAS, RANDY",ie,2645560.49,571792.32,0,0.0,2026-06-30,0.0,0.0,1977878.71,1977878.71,1977878.71,162486.47,,defense,H2CA20094,"VALADAO, DAVID",ie,4927601.63,3365587.25,0,10000.0,2026-06-30,True,
H-IA-02,H,IA,02,REP,False,False,4897298.81,88091.13,0.0,0.0,3450938.72,3450938.72,3450938.72,0.0,,offense,H6IA02211,"JAMES, LINDSAY",ie,1628201.37,755838.2,0,10600.0,2026-06-30,0.0,0.0,1446360.09,1446360.09,1446360.09,88091.13,,defense,H6IA02237,"MITCHELL, JOE",ie,1938593.0,895564.08,0,5000.0,2026-06-30,True,
H-OH-09,H,OH,09,DEM,False,False,4647841.06,119563.6,0.0,0.0,2127235.37,1542151.61,2127235.37,69025.6,,defense,H2OH09031,"KAPTUR, MARCY HON. M.C.",ie,4303415.64,3491668.0,0,0.0,2026-06-30,0.0,0.0,2520605.69,2520605.69,2520605.69,50538.0,,offense,H4OH09169,"MERRIN, DEREK",ie,1508952.61,531214.34,0,0.0,2026-06-30,True,
H-TX-34,H,TX,34,DEM,False,False,4447162.69,228192.09,0.0,0.0,2157335.81,1457179.76,2157335.81,21615.05,,defense,H6TX15162,"GONZALEZ, VICENTE",ie,3773915.07,2532412.14,0,4788.47,2026-06-30,0.0,0.0,2289826.88,2251130.08,2289826.88,206577.04,,offense,H6TX34080,"FLORES, ERIC",ie,2874990.24,686332.0,0,5000.0,2026-06-30,False,
H-MI-07,H,MI,07,REP,False,False,4101856.95,646949.21,0.0,0.0,1308103.65,1308103.65,1308103.65,551927.38,,offense,H6MI07298,"LAWRENCE, WILLIAM",ie,1119197.76,383115.63,0,0.0,2026-07-15,0.0,0.0,2793753.3,2793753.3,2793753.3,95021.83,,defense,H2MI07123,"BARRETT, THOMAS MORE",ie,6306827.61,2871871.94,0,5000.0,2026-07-15,False,
H-PA-10,H,PA,10,REP,False,False,3791100.39,573842.49,0.0,0.0,914025.88,898912.88,914025.88,18204.0,,offense,H4PA10104,"STELSON, JANELLE",ie,6364068.76,4478639.42,0,6728.17,2026-06-30,0.0,0.0,2877074.51,2872524.9,2877074.51,555638.49,,defense,H2PA04135,"PERRY, SCOTT",ie,5194925.35,2845975.82,0,5000.0,2026-06-30,True,
S-KS,S,KS,,REP,False,False,3724436.79,225000.0,0.0,0.0,2325939.0,2325939.0,2325939.0,225000.0,,offense,S6KS00312,"HAMILTON, ADAM",ie,4169077.81,1730620.91,0,0.0,2026-07-15,0.0,0.0,1398497.79,1398497.79,1398497.79,0.0,,defense,S0KS00315,"MARSHALL, ROGER W",ie,4009074.73,5388078.28,0,62000.0,2026-07-15,False,
H-NC-11,H,NC,11,REP,False,False,3534558.29,65039.6,0.0,0.0,2381526.69,2381526.69,2381526.69,8482.4,,offense,H6NC11248,"AGER, JAMIE",ie,3052354.24,2184777.78,0,8220.78,2026-06-30,0.0,0.0,1153031.6,1153031.6,1153031.6,56557.2,,defense,H6NC11321,"BALKCOM, JENNIFER",ie,0.0,0.0,0,0.0,,False,
H-AZ-06,H,AZ,06,REP,False,False,3470439.28,144441.72,0.0,0.0,1444149.62,1444149.62,1444149.62,0.0,,offense,H6AZ06099,"MENDOZA, JOANNA",ie,7354808.32,3260876.6,0,220.79,2026-07-01,0.0,0.0,2026289.66,1993239.66,2026289.66,144441.72,,defense,H2AZ02360,"CISCOMANI, JUAN",ie,6172866.72,4135162.85,0,5000.0,2026-07-01,True,
H-VA-01,H,VA,01,REP,False,False,3227027.72,196867.05,0.0,0.0,3086823.08,3086823.08,3086823.08,56662.41,,offense,H6VA01299,"TAYLOR, SHANNON LEIGH",ie,2140980.12,1004227.46,0,220.77,2026-07-15,0.0,0.0,140204.64,140204.64,140204.64,140204.64,,defense,H8VA01147,"WITTMAN, ROBERT J. MR.",ie,4053141.52,4292789.47,0,0.0,2026-07-15,True,
H-PA-08,H,PA,08,REP,False,False,3144767.69,191592.87,0.0,0.0,1395887.37,1395887.37,1395887.37,29855.09,,offense,H6PA08293,"COGNETTI, PAIGE",ie,4609588.63,3406709.73,0,6728.17,2026-06-30,0.0,0.0,1748880.32,1748880.32,1748880.32,161737.78,,defense,H4PA08124,"BRESNAHAN, ROB",ie,5234585.93,2608048.04,0,5000.0,2026-06-30,False,
S-NE,S,NE,,REP,False,False,3099569.02,1202171.49,0.0,0.0,3099569.02,3099569.02,3099569.02,1202171.49,,offense,S6NE00160,"FORBES, WILLIAM",receipts,1000.0,0.0,0,0.0,2026-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,defense,S6NE00129,"RICKETTS, PETE",ie,11233506.7,6910969.9,0,62000.0,2026-06-30,False,
S-MS,S,MS,,REP,False,False,3080328.04,146514.0,0.0,0.0,2585800.43,2585800.43,2585800.43,146514.0,,offense,S6MS00133,"COLOM, SCOTT",ie,2384921.14,847045.8,0,0.0,2026-06-30,0.0,0.0,494527.61,494527.61,494527.61,0.0,,defense,S8MS00261,"HYDE-SMITH, CINDY",ie,3825454.97,2535895.72,0,62000.0,2026-06-30,True,
S-AR,S,AR,,REP,False,False,3023950.03,446005.0,0.0,0.0,0.0,0.0,0.0,0.0,,offense,S6AR00199,"SHOFFNER, HALLIE",ie,2269113.78,863578.12,0,9050.0,2026-06-30,0.0,0.0,3023950.03,3023950.03,3023950.03,446005.0,,defense,S4AR00103,"COTTON, THOMAS",receipts,6233116.56,9931884.93,0,62000.0,2026-06-30,False,
H-VA-02,H,VA,02,REP,False,False,2944189.26,222105.91,0.0,0.0,1946121.35,1946121.35,1946121.35,141260.84,,offense,H6VA02198,"LURIA, ELAINE",ie,4659795.3,3582723.21,0,220.77,2026-07-15,0.0,0.0,998067.91,998067.91,998067.91,80845.07,,defense,H2VA02064,"KIGGANS, JENNIFER",ie,5954338.07,3391740.42,0,5500.0,2026-07-15,True,
H-NC-01,H,NC,01,DEM,False,False,2937462.5,551425.0,0.0,0.0,1429783.34,1429783.34,1429783.34,300000.0,,defense,H2NC02287,"DAVIS, DON",ie,4287385.78,3570365.96,0,5543.04,2026-06-30,0.0,0.0,1507679.16,1507679.16,1507679.16,251425.0,,offense,H4NC01137,"BUCKHOUT, LAURIE",ie,3793076.8,1829660.83,0,5000.0,2026-06-30,False,
H-AZ-01,H,AZ,01,REP,False,False,2933443.2,53129.62,0.0,0.0,1282712.84,1282624.7,1282712.84,0.0,,offense,H4AZ01194,"SHAH, AMISH DR.",ie,1830193.49,401744.74,0,0.0,2026-07-01,0.0,0.0,1650730.36,1634671.41,1650730.36,53129.62,,defense,H6AZ05190,"FEELY, THOMAS JAMES",ie,2528497.1,794474.88,0,5000.0,2026-07-31,False,
S-MT,S,MT,,REP,False,False,2890900.83,0.0,0.0,0.0,804042.37,804042.37,804042.37,0.0,,offense,S6MT00253,"BANKHEAD, ALANI INES",ie,58829.06,21484.67,0,0.0,2026-06-30,0.0,0.0,2086858.46,2081108.46,2086858.46,0.0,,defense,S6MT00295,"ALME, KURT",ie,1984860.91,1450718.79,0,62000.0,2026-06-30,False,
H-WA-03,H,WA,03,DEM,False,False,2757260.78,393176.33,0.0,0.0,246884.53,246884.53,246884.53,0.0,,defense,H2WA03217,"GLUESENKAMP PEREZ, MARIE",ie,6292682.63,2064819.51,0,2905.31,2026-07-15,0.0,0.0,2510376.25,2510376.25,2510376.25,393176.33,,offense,H6WA03275,"BRAUN, JOHN",ie,2214441.26,1267034.84,0,0.0,2026-08-18,True,
H-IA-03,H,IA,03,REP,False,False,2730161.76,44403.75,0.0,0.0,1181299.14,576799.14,1181299.14,0.0,,offense,H6IA03268,"TRONE GARRIOTT, SARAH",ie,5293772.59,3859683.22,0,11434.65,2026-06-30,0.0,0.0,1548862.62,1509941.6,1548862.62,44403.75,,defense,H2IA03119,"NUNN, ZACH",ie,4869248.8,3568369.39,0,5000.0,2026-06-30,True,
S-FL,S,FL,,REP,False,False,2727149.46,2298148.29,0.0,0.0,12.5,0.0,12.5,0.0,,offense,S6FL00830,"NIXON, ANGELA",ie,974844.71,264978.36,0,0.0,2026-07-29,0.0,0.0,2727136.96,2727136.96,2727136.96,2298148.29,,defense,S6FL00640,"MOODY, ASHLEY",ie,11270804.54,8491175.43,0,62000.0,2026-07-29,False,
H-FL-25,H,FL,25,DEM,True,False,2578151.39,60940.1,0.0,0.0,23088.38,23075.88,23088.38,0.0,,,H2FL22171,"MOSKOWITZ, JARED",ie,2998428.2,1882634.29,0,0.0,2026-07-29,0.0,0.0,2555063.01,2555063.01,2555063.01,60940.1,,,H6FL23188,"SINGER, SCOTT M.",ie,2256718.71,476478.02,0,0.0,2026-07-29,True,
H-TX-15,H,TX,15,REP,False,False,2545224.99,122152.35,0.0,0.0,1142693.55,1142693.55,1142693.55,9389.79,,offense,H6TX15246,"PULIDO, BOBBY",ie,2960461.93,1155936.36,0,220.77,2026-06-30,0.0,0.0,1402531.44,1370356.44,1402531.44,112762.56,,defense,H0TX15124,"DE LA CRUZ, MONICA",ie,5273959.93,2463322.86,0,0.0,2026-06-30,False,
H-CA-11,H,CA,11,DEM,False,False,2455177.02,474041.0,0.0,0.0,1769151.76,1769151.76,1769151.76,169212.0,,defense,H6CA11268,"CHAN, CONNIE",ie,1094321.06,362084.64,0,0.0,2026-06-30,0.0,0.0,686025.26,686025.26,686025.26,304829.0,,offense,H6CA11235,"GANEZER, DAVID L",receipts,60.33,7.96,0,0.0,2026-06-30,False,
H-AK-00,H,AK,00,REP,False,False,2266638.29,423149.29,0.0,0.0,1063686.38,791444.92,1063686.38,56651.05,,offense,H2AK01158,"PELTOLA, MARY",receipts,152304.86,3483.06,0,0.0,2026-02-13,0.0,0.0,1202951.91,1202951.91,1202951.91,366498.24,,defense,H2AK01083,"BEGICH, NICHOLAS III",ie,5470446.24,3119157.79,0,5000.0,2026-07-29,False,
H-NY-17,H,NY,17,REP,False,False,2229144.43,238925.2,0.0,0.0,919804.13,919804.13,919804.13,0.0,,offense,H6NY17171,"CONLEY, CAIT",ie,4317457.32,1319156.47,0,0.0,2026-06-30,0.0,0.0,1309340.3,1309340.3,1309340.3,238925.2,,defense,H2NY17162,"LAWLER, MICHAEL VINCENT",ie,8172045.6,4841305.62,0,5270.0,2026-06-30,False,
H-NY-03,H,NY,03,DEM,False,False,2083500.27,37487.09,0.0,0.0,0.0,0.0,0.0,0.0,,defense,H6NY03247,"SUOZZI, THOMAS",ie,5456697.74,5679950.24,0,4999.13,2026-06-30,0.0,0.0,2083500.27,2083500.27,2083500.27,37487.09,,offense,H0NY02267,"LIPETRI, MIKE",ie,1666542.06,724906.14,0,8200.0,2026-07-09,True,
H-CA-40,H,CA,40,REP,True,False,2006130.53,0.0,0.0,0.0,1645730.93,1645730.93,1645730.93,0.0,,,H6CA40309,"VARET, ESTHER KIM",receipts,2940674.18,254688.54,0,0.0,2026-06-30,0.0,0.0,360399.6,360399.6,360399.6,0.0,,,H8CA39240,"KIM, YOUNG",ie,8837238.63,1680489.97,0,10000.0,2026-06-30,False,
H-NE-02,H,NE,02,REP,False,False,1927423.15,26049.47,0.0,0.0,960108.58,960108.58,960108.58,0.0,,offense,H6NE02174,"POWELL, DENISE",ie,2668287.0,997390.42,0,1105.78,2026-06-30,0.0,0.0,967314.57,967314.57,967314.57,26049.47,,defense,H6NE02208,"HARDING, BRINKER",ie,2034386.21,1070768.53,0,0.0,2026-06-30,False,
H-WI-03,H,WI,03,REP,False,False,1883709.82,71931.08,0.0,0.0,1385591.88,1385591.88,1385591.88,41802.99,,offense,H4WI03169,"COOKE, REBECCA",ie,8601145.96,1826605.06,0,0.0,2026-07-22,0.0,0.0,498117.94,498117.94,498117.94,30128.09,,defense,H0WI03175,"VAN ORDEN, DERRICK F. MR.",ie,7526052.22,4677029.04,0,15000.0,2026-07-22,False,
H-TX-35,H,TX,35,DEM,True,True,1784990.15,121044.89,0.0,0.0,26696.24,26696.24,26696.24,0.0,,,H6TX35095,"GARCIA, JOHNNY",ie,931699.38,323108.19,0,5228.77,2026-06-30,0.0,0.0,1758293.91,1758293.91,1758293.91,121044.89,,,H6TX35087,"DE LA CRUZ, CARLOS JR.",ie,1048750.7,272388.92,0,0.0,2026-06-30,False,
H-NM-02,H,NM,02,DEM,False,False,1771145.4,45315.52,0.0,0.0,897358.07,242125.18,897358.07,3934.14,,defense,H2NM02191,"VASQUEZ, GABRIEL",ie,3784102.3,2378703.24,0,4774.45,2026-06-30,0.0,0.0,873787.33,873787.33,873787.33,41381.38,,offense,H6NM02127,"CUNNINGHAM, GREG",ie,1510080.06,794187.17,0,2000.0,2026-06-30,False,
H-FL-14,H,FL,14,DEM,False,False,1737680.41,511489.26,0.0,0.0,390874.43,41561.93,390874.43,0.0,,defense,H6FL11126,"CASTOR, KATHY",ie,2337999.31,1744723.0,0,417.44,2026-07-29,0.0,0.0,1346805.98,1346805.98,1346805.98,511489.26,,offense,H6FL14237,"BELTRAN, MIKE",ie,2116747.45,1939863.62,0,0.0,2026-07-29,False,
H-NJ-07,H,NJ,07,REP,False,False,1696959.38,57141.24,0.0,0.0,1562982.37,1562982.37,1562982.37,56142.88,,offense,H6NJ07201,"BENNETT, REBECCA",ie,4272033.75,1445694.05,0,220.78,2026-06-30,0.0,0.0,133977.01,121816.03,133977.01,998.36,,defense,H0NJ07261,"KEAN, THOMAS H. JR.",ie,4892806.59,3634205.35,0,5000.0,2026-06-30,True,
H-CO-05,H,CO,05,REP,False,False,1692832.19,0.0,0.0,0.0,380721.34,380721.34,380721.34,0.0,,offense,H6CO05324,"KILLIN, JESSICA WILLOW",ie,3143744.12,1592642.36,0,4989.22,2026-06-30,0.0,0.0,1312110.85,1312110.85,1312110.85,0.0,,defense,H6CO05142,"CRANK, JEFF",ie,2177287.76,1465048.38,0,0.0,2026-06-30,True,
H-TX-28,H,TX,28,DEM,False,False,1689901.98,106458.39,0.0,0.0,745525.85,253705.18,745525.85,9389.79,,defense,H2TX23082,"CUELLAR, HENRY R.",ie,2231952.32,1129603.88,0,5465.69,2026-06-30,0.0,0.0,944376.13,944376.13,944376.13,97068.6,,offense,H6TX28124,"TIJERINA, TANO",ie,1399881.03,768188.13,0,5000.0,2026-06-30,False,
H-VA-05,H,VA,05,REP,False,False,1614701.33,203217.8,0.0,0.0,1246966.41,1246966.41,1246966.41,85280.0,,offense,H6VA05217,"PERRIELLO, THOMAS",ie,2140401.63,1511291.47,0,0.0,2026-07-15,0.0,0.0,367734.92,367734.92,367734.92,117937.8,,defense,H0VA07133,"MCGUIRE, JOHN J. MR. III",ie,1781840.34,524345.91,0,0.0,2026-07-15,False,
H-WI-01,H,WI,01,REP,False,False,1610055.04,265533.18,0.0,0.0,105699.56,105699.56,105699.56,0.0,,offense,H6WI01283,"BERMAN, MITCHELL",ie,712983.95,151643.67,0,0.0,2026-07-22,0.0,0.0,1504355.48,1504355.48,1504355.48,265533.18,,defense,H8WI01156,"STEIL, BRYAN GEORGE",ie,5467777.07,6327098.65,0,1000.0,2026-07-22,False,
H-ME-02,H,ME,02,DEM,False,False,1409633.77,576591.04,0.0,0.0,500131.75,497216.75,500131.75,385000.0,,defense,H6ME02171,"DUNLAP, MATT",ie,1205431.88,228649.15,0,0.0,2026-06-30,0.0,0.0,909502.02,886503.96,909502.02,191591.04,,offense,H6ME02148,"LEPAGE, PAUL",ie,2563901.48,1685710.5,0,5000.0,2026-06-30,False,
H-TX-23,H,TX,23,REP,False,False,1244498.95,504349.04,0.0,0.0,268000.0,268000.0,268000.0,0.0,,offense,H6TX23273,"STOUT, KATY PADILLA",ie,484915.03,171372.78,0,0.0,2026-06-30,0.0,0.0,976498.95,976498.95,976498.95,504349.04,,defense,H4TX23120,"HERRERA, BRANDON",ie,1937718.78,309023.45,0,0.0,2026-06-30,False,
H-NV-02,H,NV,02,REP,False,False,1206988.75,941861.54,0.0,0.0,0.0,0.0,0.0,0.0,,offense,H6NV02362,"BENITEZ-THOMPSON, TERESA",ie,257086.52,140607.07,0,0.0,2026-06-30,0.0,0.0,1206988.75,1206988.75,1206988.75,941861.54,,defense,H4NV04108,"FLIPPO, DAVID",ie,2275392.31,117882.89,0,0.0,2026-06-30,False,
H-OH-07,H,OH,07,REP,False,False,1194892.11,0.0,0.0,0.0,999270.61,916147.4,999270.61,0.0,,offense,H6OH07168,"POINDEXTER, BRIAN",ie,603155.59,312290.17,0,0.0,2026-06-30,0.0,0.0,195621.5,195621.5,195621.5,0.0,,defense,H2OH16051,"MILLER, MAX",ie,2142561.93,1379131.85,0,0.0,2026-06-30,True,
H-CA-04,H,CA,04,DEM,False,False,1190324.0,45082.0,0.0,0.0,0.0,0.0,0.0,0.0,,defense,H8CA01109,"THOMPSON, MIKE MR.",ie,4204013.13,1075736.66,0,1834.72,2026-06-30,0.0,0.0,1190324.0,1190324.0,1190324.0,45082.0,,offense,H4CA06156,"RIEHLE, RAYMOND",receipts,114861.33,4242.43,0,0.0,2026-06-30,False,
H-AZ-02,H,AZ,02,REP,False,False,1105742.43,473199.33,0.0,0.0,398628.4,398628.4,398628.4,0.0,,offense,H4AZ02184,"NEZ, JONATHAN MICHAEL",ie,3519760.15,1910990.15,0,220.79,2026-07-01,0.0,0.0,707114.03,707114.03,707114.03,473199.33,,defense,H2AZ01354,"CRANE, ELI",ie,9481427.94,2841744.86,0,1000.0,2026-07-01,False,
H-CA-07,H,CA,07,DEM,False,False,1086133.6,459573.63,0.0,0.0,673972.62,473972.62,673972.62,59573.63,,defense,H6CA07175,"VANG, MAI",ie,1086084.32,105536.01,0,0.0,2026-06-30,0.0,0.0,412160.98,400000.0,412160.98,400000.0,,offense,H6CA07183,"MING, KATHRYN S",receipts,25.0,0.0,0,0.0,2026-01-28,False,
H-CA-48,H,CA,48,REP,False,False,1050961.59,115452.52,0.0,0.0,877199.71,877199.71,877199.71,0.0,,offense,H6CA48310,"VON WILPERT, MARNI",ie,2174872.25,825011.58,0,2034.86,2026-06-30,0.0,0.0,173761.88,173761.88,173761.88,115452.52,,defense,H6CA49128,"DESMOND, JIM",ie,2258835.81,1230031.32,0,0.0,2026-06-30,False,
H-PA-07,H,PA,07,REP,False,False,846542.91,97710.0,0.0,0.0,386384.43,386384.43,386384.43,24644.0,,offense,H6PA07188,"BROOKS, BOB",ie,2392215.23,1018422.84,0,5000.0,2026-06-30,0.0,0.0,460158.48,460158.48,460158.48,73066.0,,defense,H8PA15195,"MACKENZIE, RYAN EDWARD",ie,4357405.11,2938717.17,0,5000.0,2026-06-30,False,
H-MI-08,H,MI,08,DEM,False,False,831827.72,25851.95,0.0,0.0,22247.62,22247.62,22247.62,0.0,,defense,H4MI08218,"MCDONALD RIVET, KRISTEN",ie,5644876.03,4254098.56,0,4221.33,2026-07-15,0.0,0.0,809580.1,809580.1,809580.1,25851.95,,offense,H6MI08312,"SMITH, THOMAS JAMES MR",ie,243238.47,219799.13,0,0.0,2026-08-24,True,
H-OH-10,H,OH,10,REP,False,False,780642.21,235000.02,0.0,0.0,630877.21,612672.21,630877.21,235000.02,,offense,H6OH10121,"KNICKERBOCKER, KRISTINA",ie,362665.53,125159.62,0,0.0,2026-06-30,0.0,0.0,149765.0,149765.0,149765.0,0.0,,defense,H2OH03067,"TURNER, MICHAEL R REP.",ie,894594.6,556284.07,0,0.0,2026-06-30,True,
H-KY-06,H,KY,06,REP,False,False,773995.96,0.0,0.0,0.0,412500.0,412500.0,412500.0,0.0,,offense,H6KY06184,"DEMBO, ZACH",ie,1463854.77,491275.42,0,0.0,2026-06-30,0.0,0.0,361495.96,361495.96,361495.96,0.0,,defense,H6KY06192,"ALVARADO, RALPH A",ie,1521812.83,398018.3,0,5000.0,2026-06-30,False,
H-OH-01,H,OH,01,DEM,False,False,722222.23,61795.0,0.0,0.0,420615.26,413880.0,420615.26,0.0,,defense,H2OH01194,"LANDSMAN, GREG",ie,4633250.38,3610213.67,0,5945.47,2026-06-30,0.0,0.0,301606.97,301606.97,301606.97,61795.0,,offense,H6OH01138,"CONROY, ERIC",ie,1513613.68,474156.2,0,0.0,2026-06-30,False,
S-SC,S,SC,,REP,False,False,699810.93,111147.38,0.0,0.0,32846.18,32846.18,32846.18,9946.23,,offense,S6SC04239,"ANDREWS, ANNIE",ie,10804040.5,4119295.0,0,0.0,2026-06-30,0.0,0.0,666964.75,666964.75,666964.75,101201.15,,defense,S6SC04437,"GRAHAM, DARLINE",ie,346782.64,251431.28,0,0.0,2026-08-05,True,"Sen. Lindsey Graham died in 2026. Darline Graham, appointed to the seat July 14, is the Republican nominee. Her committee's first report runs only through Aug. 5, so her fundraising here is partial until the Oct. 15 filing."
H-CA-13,H,CA,13,DEM,False,False,684285.31,12763.76,0.0,0.0,990.54,0.0,990.54,0.0,,defense,H2CA13115,"GRAY, ADAM C.",ie,4191397.04,2072111.19,0,4808.4,2026-06-30,0.0,0.0,683294.77,655373.72,683294.77,12763.76,,offense,H4CA09093,"LINCOLN, KEVIN J II",ie,2237083.78,837885.23,0,0.0,2026-06-30,True,
H-NH-01,H,NH,01,DEM,False,False,683938.2,301379.26,0.0,0.0,499600.0,499600.0,499600.0,150000.0,,defense,H6NH01321,"SHAHEEN, STEFANY",ie,2432372.1,604202.54,0,0.0,2026-08-19,0.0,0.0,184338.2,184338.2,184338.2,151379.26,,offense,H6NH01420,"DILORENZO, ANTHONY",ie,2500777.75,189085.76,0,0.0,2026-08-19,False,
H-MT-01,H,MT,01,REP,False,False,634522.07,61809.6,0.0,0.0,127257.52,127257.52,127257.52,0.0,,offense,H6MT01137,"FORSTAG, SAMUEL KELLEY",ie,1382873.3,550079.11,0,100.0,2026-06-30,20884.0,0.0,486380.55,486380.55,507264.55,61809.6,2026-09-21,defense,H6MT01152,"FLINT, AARON",ie,1303393.72,502201.11,0,0.0,2026-06-30,False,
